#   ChipID,                                                        Image,                 Name,  roi[tl_x  tl_y  w  h],  theta
392,   S3__Station22__Camera2__CAM44281__2015-06-15__18-25-11.JPG,     Female_3_1_Right,      [ 57 219 435 190],0.0
393,   S3__Station26__Camera1__CAM40212__2013-06-18__04-42-17.JPG,    Female_3_10_Right,      [169 225 307 126],0.0
394,   S3__Station13__Camera1__CAM40821__2014-04-18__22-34-54.JPG,    Female_3_10_Right,      [170 262 306 128],0.0
395,   S3__Station25__Camera1__CAM41077__2016-06-21__21-35-51.JPG,    Female_3_10_Right,      [ 24 206 486 188],0.0
396,   S3__Station24__Camera2__CAM40779__2013-07-26__06-38-11.JPG,       Male_3_7_Right,      [  8 266 612 286],0.0
397,   S3__Station29__Camera2__CAM44187__2014-04-07__05-39-39.JPG,       Male_3_7_Right,      [492 295 246  80],0.0
398,   S3__Station14__Camera1__CAM43316__2015-06-14__05-13-04.JPG,       Male_3_7_Right,      [121 173 348 161],0.0
399,   S4__Station12__Camera2__CAM40336__2013-10-09__04-19-43.JPG,    Female_4_20_Right,      [ 68 284 400 196],0.0
400,   S4__Station11__Camera2__CAM44260__2014-08-07__11-23-52.JPG,    Female_4_20_Right,      [ 43  90 679 287],0.0
401,   S4__Station11__Camera1__CAM43187__2015-04-10__23-21-40.JPG,    Female_4_20_Right,      [ 20 232 530 253],0.0
402,   S4__Station26__Camera2__CAM41503__2013-10-09__03-15-09.JPG,    Female_4_50_Right,      [122 308 355 154],0.0
403,   S4__Station17__Camera1__CAM40132__2014-06-30__23-45-17.JPG,    Female_4_50_Right,      [521 181 275 142],0.0
404,   S4__Station16__Camera1__CAM44277__2016-08-04__03-47-33.JPG,    Female_4_50_Right,      [130 241 347 131],0.0
405,   S4__Station19__Camera1__CAM43300__2013-10-02__03-55-35.JPG,    Female_4_54_Right,      [121 157 322 173],0.0
406,   S4__Station18__Camera2__CAM40135__2015-04-22__16-50-25.JPG,    Female_4_54_Right,      [419 386 357 153],0.0
407,   S4__Station17__Camera2__CAM43188__2016-07-30__07-15-51.JPG,    Female_4_54_Right,      [ 13 208 502 210],0.0
408,    S4__Station1__Camera2__CAM40246__2013-09-12__23-51-08.JPG,       Male_4_1_Right,      [ 98 193 366 158],0.0
409,    S4__Station3__Camera2__CAM44003__2014-08-04__21-35-08.JPG,       Male_4_1_Right,      [134 271 316 107],0.0
410,    S4__Station3__Camera1__CAM40075__2015-05-02__19-10-32.JPG,       Male_4_1_Right,      [139 165 442 177],0.0
411,   S4__Station15__Camera1__CAM41127__2013-09-09__06-48-06.JPG,      Male_4_11_Right,      [ 95 210 391 200],0.0
412,   S4__Station13__Camera2__CAM44035__2014-07-07__16-19-08.JPG,      Male_4_11_Right,      [ 36 202 443 155],0.0
413,    S4__Station9__Camera1__CAM44208__2015-05-03__04-45-45.JPG,      Male_4_11_Right,      [ 29 249 499 223],0.0
414,   S4__Station24__Camera1__CAM41138__2013-08-29__05-47-24.JPG,     Male_4_330_Right,      [ 18 273 479 238],0.0
415,   S4__Station21__Camera1__CAM41127__2014-07-29__18-53-33.JPG,     Male_4_330_Right,      [ 22  99 479 193],0.0
416,    S4__Station9__Camera1__CAM44208__2015-05-03__04-22-38.JPG,     Male_4_330_Right,      [184 268 352 132],0.0
417,    S4__Station8__Camera1__CAM40804__2013-10-03__01-45-28.JPG,      Male_4_45_Right,      [ 82 120 512 215],0.0
418,    S4__Station7__Camera2__CAM40075__2014-08-02__01-02-56.JPG,      Male_4_45_Right,      [ 82 189 449 179],0.0
419,    S4__Station7__Camera1__CAM40062__2015-04-13__09-05-43.JPG,      Male_4_45_Right,      [ 28 260 496 222],0.0
420,   S4__Station15__Camera2__CAM44212__2015-05-16__18-28-43.JPG,    Female_4_38_Right,      [ 59 134 450 256],0.0
421,   S4__Station15__Camera2__CAM43311__2016-08-22__18-44-22.JPG,    Female_4_38_Right,      [ 48 111 495 210],0.0
422,   S4__Station14__Camera1__CAM40253__2017-08-24__22-39-23.JPG,    Female_4_38_Right,      [448 542 784 330],0.0
423,    S5__Station8__Camera1__CAM44199__2014-10-28__04-45-18.JPG,    Female_5_18_Right,      [ 24 194 654 392],0.0
424,   S5__Station15__Camera2__CAM44186__2015-10-28__02-25-32.JPG,    Female_5_18_Right,      [ 23 101 620 355],0.0
425,    S5__Station8__Camera2__CAM41063__2016-09-24__00-39-57.JPG,    Female_5_18_Right,      [ 21 200 574 342],0.0
426,    S5__Station4__Camera2__CAM44210__2014-10-29__19-36-27.JPG,     Female_5_2_Right,      [ 17 217 477 180],0.0
427,    S5__Station7__Camera2__CAM44132__2015-09-26__03-00-03.JPG,     Female_5_2_Right,      [484 199 268  99],0.0
428,    S5__Station2__Camera1__CAM44200__2016-10-03__19-30-43.JPG,     Female_5_2_Right,      [ 19 254 576 291],0.0
429,   S5__Station17__Camera1__CAM41108__2014-11-27__18-12-38.JPG,    Female_5_25_Right,      [ 25 227 491 227],0.0
430,   S5__Station13__Camera1__CAM40449__2015-11-06__00-09-33.JPG,    Female_5_25_Right,      [ 84 231 462 183],0.0
431,   S5__Station16__Camera1__CAM40709__2016-09-28__00-56-08.JPG,    Female_5_25_Right,      [ 39 200 424 172],0.0
432,   S5__Station20__Camera2__CAM43313__2014-11-17__20-52-16.JPG,    Female_5_29_Right,      [162 231 317 141],0.0
433,   S5__Station20__Camera1__CAM41489__2015-11-04__04-14-48.JPG,    Female_5_29_Right,      [199 251 244 100],0.0
434,   S5__Station20__Camera1__CAM41469__2016-10-09__19-00-09.JPG,    Female_5_29_Right,      [ 85 190 369 146],0.0
435,   S5__Station28__Camera2__CAM44280__2014-11-28__19-11-48.JPG,    Female_5_30_Right,      [ 19 145 500 218],0.0
436,   S5__Station28__Camera2__CAM43190__2015-10-24__02-45-10.JPG,    Female_5_30_Right,      [ 45 180 500 210],0.0
437,   S5__Station28__Camera2__CAM44003__2016-09-30__19-15-38.JPG,    Female_5_30_Right,      [ 14 212 463 177],0.0
438,   S5__Station27__Camera2__CAM44212__2014-10-23__18-41-01.JPG,    Female_5_35_Right,      [ 21 241 455 212],0.0
439,   S5__Station26__Camera2__CAM44211__2015-09-27__03-01-21.JPG,    Female_5_35_Right,      [ 17 146 585 274],0.0
440,   S5__Station26__Camera1__CAM43306__2016-10-19__19-40-54.JPG,    Female_5_35_Right,      [ 20 188 470 222],0.0
441,    S5__Station8__Camera1__CAM44199__2014-10-31__00-57-53.JPG,     Female_5_9_Right,      [ 23 257 494 214],0.0
442,    S5__Station6__Camera1__CAM40327__2015-10-30__21-45-52.JPG,     Female_5_9_Right,      [ 15  85 629 504],0.0
443,    S5__Station6__Camera2__CAM44270__2016-09-26__18-41-46.JPG,     Female_5_9_Right,      [ 21 169 547 206],0.0
444,   S5__Station16__Camera1__CAM44185__2014-10-30__21-55-20.JPG,      Male_5_27_Right,      [ 12 157 499 189],0.0
445,   S5__Station14__Camera1__CAM40275__2015-10-23__21-53-20.JPG,      Male_5_27_Right,      [ 31 146 467 232],0.0
446,   S5__Station16__Camera1__CAM40709__2016-10-03__01-19-30.JPG,      Male_5_27_Right,      [ 34 167 514 208],0.0
447,   S5__Station12__Camera1__CAM43296__2014-12-04__01-55-46.JPG,       Male_5_3_Right,      [ 20 217 449 191],0.0
448,    S5__Station8__Camera1__CAM44306__2015-10-30__21-40-53.JPG,       Male_5_3_Right,      [ 17 187 509 217],0.0
449,    S5__Station7__Camera2__CAM44204__2016-10-25__22-53-23.JPG,       Male_5_3_Right,      [ 21 143 537 284],0.0
450,   S5__Station31__Camera2__CAM44180__2014-10-31__13-00-35.JPG,      Male_5_34_Right,      [444 181 350 177],0.0
451,   S5__Station32__Camera2__CAM43300__2015-11-08__19-18-07.JPG,      Male_5_34_Right,      [ 63 178 410 173],0.0
452,   S5__Station32__Camera1__CAM43313__2016-09-30__18-53-24.JPG,      Male_5_34_Right,      [  7  79 660 318],0.0
453,   S6__Station15__Camera1__CAM51695__2015-08-06__23-57-58.JPG,    Female_6_10_Right,      [113 338 395 235],0.0
454,    S6__Station4__Camera2__CAM51822__2016-06-05__22-16-47.JPG,    Female_6_10_Right,      [143 239 319 163],0.0
455,    S6__Station4__Camera2__CAM52114__2017-09-16__03-53-52.JPG,    Female_6_10_Right,  [  42  643 1210  608],0.0
456,   S6__Station21__Camera1__CAM51664__2015-07-28__01-29-37.JPG,    Female_6_23_Right,      [ 22 234 591 270],0.0
457,   S6__Station21__Camera2__CAM51900__2016-05-23__00-39-10.JPG,    Female_6_23_Right,      [159 231 408 170],0.0
458,   S6__Station21__Camera2__CAM51930__2017-10-22__22-27-57.JPG,      Unknown_2_Right,  [1188  445  855  461],0.0
459,   S6__Station22__Camera2__CAM51692__2015-07-20__23-42-47.JPG,      Male_6_22_Right,      [163 186 349 174],0.0
460,   S6__Station21__Camera2__CAM51900__2016-05-21__18-41-07.JPG,      Male_6_22_Right,      [ 61 210 482 189],0.0
461,   S6__Station21__Camera2__CAM51930__2017-10-14__14-26-15.JPG,      Male_6_22_Right,  [ 120  485 1133  482],0.0
462,   S6__Station26__Camera1__CAM51514__2015-07-15__18-21-18.JPG,      Male_6_29_Right,      [ 74 206 352 148],0.0
463,   S6__Station26__Camera1__CAM51800__2016-05-14__21-47-07.JPG,      Male_6_29_Right,      [158 277 407 198],0.0
464,   S6__Station27__Camera2__CAM51712__2017-09-18__03-05-47.JPG,      Male_6_29_Right,      [490 526 901 567],0.0
465,   S7__Station13__Camera2__CAM40141__2014-07-13__01-14-37.JPG,     Female_7_8_Right,      [338 133 299 239],0.0
466,    S7__Station2__Camera2__CAM41666__2017-12-26__02-54-35.JPG,     Female_7_8_Right,  [ 215  483 1051  513],0.0
467,    S7__Station3__Camera2__CAM44191__2017-12-03__02-08-18.JPG,     Female_7_8_Right,  [  54  567 1485  716],0.0
468,    S9__Station1__Camera1__CAM51729__2017-03-12__01-49-15.JPG,    Female_9_10_Right,  [  51  487 1416  643],0.0
469,    S9__Station1__Camera2__CAM50790__2017-03-01__02-13-31.JPG,    Female_9_10_Right,  [  50  664 1458  827],0.0
470,    S9__Station1__Camera2__CAM50790__2017-04-07__05-05-06.JPG,    Female_9_10_Right,  [ 156  704 1133  448],0.0
471,   S2__Station38__Camera2__CAM44259__2014-05-05__00-08-15.JPG,    Female_2_80_Right,      [ 17 235 426 176],0.0
472,   S2__Station38__Camera2__CAM52050__2015-05-15__04-20-11.JPG,    Female_2_80_Right,      [119 227 401 176],0.0
473,   S2__Station33__Camera2__CAM40774__2017-04-06__06-21-24.JPG,    Female_2_80_Right,      [335 669 803 472],0.0
474,    S2__Station8__Camera2__CAM51230__2015-06-05__05-31-19.JPG,      Male_2_16_Right,      [ 53 214 555 249],0.0
475,    S2__Station1__Camera1__CAM40068__2016-05-01__04-42-55.JPG,      Male_2_16_Right,      [136 252 351 141],0.0
476,   S4__Station12__Camera2__CAM41063__2013-08-29__02-48-47.JPG,      Male_2_16_Right,      [ 18 166 513 296],0.0
477,   S3__Station25__Camera1__CAM41036__2013-06-21__01-42-48.JPG,    Female_3_27_Right,      [  5 175 525 245],0.0
478,   S3__Station35__Camera2__CAM43291__2016-06-21__06-23-25.JPG,    Female_3_27_Right,      [  9 252 615 341],0.0
479,   S3__Station29__Camera1__CAM40342__2017-07-12__01-44-09.JPG,    Female_3_27_Right,  [1181  956  798  428],0.0
480,   S6__Station15__Camera2__CAM51686__2015-08-24__00-32-37.JPG,     Female_6_5_Right,      [ 32 237 468 193],0.0
481,   S6__Station15__Camera1__CAM51885__2016-05-07__02-18-15.JPG,     Female_6_5_Right,      [222 291 323 146],0.0
482,   S6__Station12__Camera2__CAM52131__2017-09-25__04-51-57.JPG,     Female_6_5_Right,  [  66  704 1348  708],0.0
483,   S6__Station32__Camera1__CAM51390__2015-08-10__07-10-20.JPG,       Male_6_1_Right,      [ 72 180 425 210],0.0
484,    S6__Station9__Camera1__CAM51924__2016-05-16__23-43-41.JPG,       Male_6_1_Right,      [173 230 360 178],0.0
485,    S6__Station8__Camera1__CAM51801__2017-10-07__03-50-55.JPG,       Male_6_1_Right,  [  56  715 1524  750],0.0
486,   S6__Station20__Camera1__CAM51676__2015-07-29__00-23-11.JPG,       Male_6_4_Right,      [147 106 373 182],0.0
487,   S6__Station20__Camera1__CAM52074__2016-05-25__01-28-15.JPG,       Male_6_4_Right,      [128 247 400 178],0.0
488,   S6__Station12__Camera2__CAM52131__2017-09-21__18-30-21.JPG,       Male_6_4_Right,  [ 113  566 1420  776],0.0
489,    S3__Station7__Camera1__CAM40336__2013-07-04__04-06-01.JPG,      Male_3_12_Right,      [ 21 204 439 212],0.0
490,   S3__Station25__Camera1__CAM40147__2014-04-10__21-37-57.JPG,      Male_3_12_Right,      [ 72 118 456 206],0.0
491,   S1__Station22__Camera2__CAM30827__2013-07-01__07-49-07.JPG,    Female_1_11_Right,      [152 380 404 211],0.0
492,    S1__Station7__Camera2__CAM40767__2014-02-25__01-39-38.JPG,    Female_1_11_Right,      [ 18 130 482 326],0.0
493,  S1__Station36__Camera1__CUDDEBACK__2013-05-29__22-00-00.JPG,    Female_1_19_Right,  [ 199  641 1095  473],0.0
494,   S1__Station37__Camera1__CAM43328__2015-03-09__01-04-50.JPG,    Female_1_19_Right,      [ 21 167 568 277],0.0
495,   S1__Station23__Camera1__CAM30229__2013-05-23__20-17-34.JPG,      Male_1_13_Right,      [102 299 431 215],0.0
496,   S1__Station20__Camera1__CAM41686__2014-03-23__23-21-55.JPG,      Male_1_13_Right,      [117 203 348 146],0.0
497,   S1__Station32__Camera1__CAM40851__2014-03-27__20-26-19.JPG,     Female_1_3_Right,      [ 76 243 488 240],0.0
498,   S1__Station14__Camera2__CAM40355__2015-01-31__02-10-54.JPG,     Female_1_3_Right,      [ 18 136 504 224],0.0
499,   S1__Station35__Camera2__CAM41504__2014-02-16__02-45-42.JPG,      Male_1_23_Right,      [ 94 217 321 136],0.0
500,   S1__Station41__Camera2__CAM44211__2015-02-14__04-26-11.JPG,      Male_1_23_Right,      [ 53 299 519 211],0.0
501,   S1__Station32__Camera2__CAM40480__2017-03-14__03-43-25.JPG,    Female_1_28_Right,      [284 753 930 358],0.0
502,   S1__Station32__Camera2__CAM40480__2017-03-17__03-58-36.JPG,    Female_1_28_Right,  [ 105  812 1208  413],0.0
503,    S2__Station8__Camera1__CAM30236__2013-03-07__19-46-36.JPG,    Female_2_41_Right,      [418 323 371 143],0.0
504,    S2__Station1__Camera1__CAM40068__2014-05-10__23-10-31.JPG,    Female_2_41_Right,      [ 10 124 439 276],0.0
505,    S2__Station3__Camera2__CAM30898__2013-03-23__04-09-35.JPG,    Female_2_51_Right,      [ 20 220 549 245],0.0
506,   S2__Station20__Camera2__CAM44214__2014-05-27__21-21-36.JPG,    Female_2_51_Right,      [372 279 352 128],0.0
507,   S2__Station21__Camera1__CAM30792__2013-03-16__20-40-03.JPG,    Female_2_55_Right,      [ 11  13 535 475],0.0
508,   S2__Station28__Camera1__CAM41764__2014-05-17__16-19-42.JPG,    Female_2_55_Right,      [ 93 215 427 186],0.0
509,    S2__Station1__Camera2__CAM40459__2000-01-11__13-04-38.JPG,      Male_2_15_Right,      [ 67 246 440 168],0.0
510,   S2__Station16__Camera2__CAM44265__2014-05-14__04-46-10.JPG,      Male_2_15_Right,      [185 259 306 171],0.0
511,    S2__Station7__Camera1__CAM30817__2013-02-19__20-39-28.JPG,      Male_2_49_Right,      [ 25 357 507 235],0.0
512,   S2__Station40__Camera1__CAM40069__2014-05-05__00-26-23.JPG,      Male_2_49_Right,      [ 21 155 530 259],0.0
513,    S2__Station9__Camera1__CAM30209__2013-03-10__04-59-22.JPG,       Male_2_8_Right,      [ 23 250 498 225],0.0
514,    S2__Station1__Camera1__CAM40068__2014-05-22__20-44-55.JPG,       Male_2_8_Right,      [  5 137 495 207],0.0
515,   S2__Station31__Camera2__CAM40793__2014-06-05__03-40-30.JPG,    Female_2_68_Right,      [ 20 326 504 244],0.0
516,   S2__Station41__Camera2__CAM44264__2017-05-06__20-25-14.JPG,    Female_2_68_Right,  [ 246  641 1181  519],0.0
517,   S2__Station31__Camera1__CAM40336__2014-06-13__23-13-08.JPG,    Female_2_70_Right,      [ 19 154 484 198],0.0
518,   S2__Station39__Camera1__CAM51657__2015-06-06__18-45-30.JPG,    Female_2_70_Right,      [470 217 294 118],0.0
519,   S2__Station10__Camera2__CAM51537__2015-06-12__21-38-37.JPG,     Male_2_133_Right,      [ 63 198 438 196],0.0
520,    S2__Station9__Camera2__CAM44267__2016-04-03__19-26-18.JPG,     Male_2_133_Right,      [ 40 190 492 190],0.0
521,   S35__Station7__Camera2__CAM62821__2017-03-06__05-07-16.JPG,   Female_35_15_Right,  [  35  126 1534 1008],0.0
522,   S35__Station7__Camera2__CAM62821__2017-03-06__19-20-48.JPG,   Female_35_15_Right,  [  22  157 1424 1087],0.0
523,  S35__Station13__Camera1__CAM62684__2017-03-12__05-33-38.JPG,   Female_35_16_Right,  [  71  263 1592  695],0.0
524,  S35__Station13__Camera2__CAM62794__2017-03-09__13-10-58.JPG,   Female_35_16_Right,  [  59  301 1960 1213],0.0
525,  S35__Station34__Camera1__CAM62792__2017-03-03__23-45-41.JPG,    Female_35_9_Right,  [1071  574  738  294],0.0
526,  S35__Station34__Camera2__CAM63003__2017-03-20__23-31-27.JPG,    Female_35_9_Right,  [  45  454 1548  812],0.0
527,   S3__Station13__Camera1__CAM41108__2013-07-01__03-30-23.JPG,     Female_3_5_Right,      [186 277 293 131],0.0
528,   S3__Station13__Camera2__CAM44282__2014-03-29__01-37-41.JPG,     Female_3_5_Right,      [ 20 232 493 267],0.0
529,   S3__Station13__Camera1__CAM41108__2013-07-08__00-45-54.JPG,      Male_3_16_Right,      [185 243 247 102],0.0
530,   S3__Station16__Camera1__CAM44202__2014-05-12__19-12-03.JPG,      Male_3_16_Right,      [149 264 276 126],0.0
531,   S3__Station31__Camera2__CAM40800__2013-07-11__19-48-42.JPG,      Male_3_27_Right,      [141 199 206 105],0.0
532,   S3__Station18__Camera2__CAM44287__2014-04-01__20-09-28.JPG,      Male_3_27_Right,      [ 93 157 466 246],0.0
533,   S3__Station23__Camera2__CAM44177__2014-04-14__06-34-05.JPG,    Female_3_35_Right,      [ 41 237 444 194],0.0
534,   S3__Station29__Camera2__CAM40268__2016-05-28__02-09-30.JPG,    Female_3_35_Right,      [207 271 290 129],0.0
535,   S3__Station38__Camera1__CAM44132__2014-04-24__04-14-11.JPG,      Male_3_49_Right,      [174 240 301 147],0.0
536,   S3__Station18__Camera2__CAM40304__2015-06-25__18-59-47.JPG,      Male_3_49_Right,      [400 271 212  79],0.0
537,   S3__Station18__Camera1__CAM40058__2015-06-18__05-04-57.JPG,    Female_3_15_Right,      [175 229 278 103],0.0
538,    S3__Station3__Camera1__CAM44267__2016-06-06__18-40-20.JPG,    Female_3_15_Right,      [ 20 240 471 242],0.0
539,   S3__Station14__Camera2__CAM44003__2015-06-06__03-25-31.JPG,    Female_3_30_Right,      [183 221 272 116],0.0
540,   S3__Station29__Camera2__CAM40131__2013-06-23__06-26-36.JPG,    Female_3_30_Right,      [ 17 308 448 177],0.0
541,    S3__Station4__Camera2__CAM41318__2017-07-09__20-56-22.JPG,      Male_3_61_Right,  [ 238  446 1098  455],0.0
542,   S3__Station19__Camera2__CAM44003__2016-05-31__03-30-55.JPG,      Male_3_61_Right,      [ 23 222 547 292],0.0
543,   S3__Station30__Camera1__CAM43296__2015-06-24__00-38-27.JPG,      Male_3_51_Right,      [163 213 271 117],0.0
544,   S3__Station10__Camera2__CAM43223__2016-06-29__23-09-35.JPG,      Male_3_51_Right,      [135 340 382 148],0.0
545,   S3__Station16__Camera1__CAM40327__2015-07-15__04-31-22.JPG,      Male_3_53_Right,      [ 71 182 469 196],0.0
546,   S3__Station13__Camera1__CAM44282__2016-06-05__00-45-13.JPG,      Male_3_53_Right,      [338 222 325 184],0.0
547,   S3__Station23__Camera1__CAM44257__2017-06-09__21-46-21.JPG,    Female_3_18_Right,  [ 179  632 1145  469],0.0
548,   S3__Station23__Camera2__CAM41620__2017-06-09__21-42-41.JPG,    Female_3_18_Right,  [ 362  638 1032  399],0.0
549,    S4__Station1__Camera2__CAM40246__2013-09-19__10-12-21.JPG,    Female_4_16_Right,      [  9 169 575 323],0.0
550,    S4__Station2__Camera2__CAM41764__2014-08-04__20-46-37.JPG,    Female_4_16_Right,      [ 40 212 551 279],0.0
551,   S4__Station22__Camera2__CAM40134__2013-09-26__01-14-00.JPG,    Female_4_41_Right,      [ 14 183 521 268],0.0
552,   S4__Station15__Camera2__CAM44240__2014-07-03__05-04-33.JPG,    Female_4_41_Right,      [ 21 229 476 222],0.0
553,   S4__Station23__Camera2__CAM40258__2013-10-09__03-17-53.JPG,    Female_4_70_Right,      [ 19 198 524 272],0.0
554,   S4__Station20__Camera2__CAM40246__2014-08-03__01-33-27.JPG,    Female_4_70_Right,      [128 244 387 141],0.0
555,   S4__Station28__Camera2__CAM41423__2013-09-02__06-16-46.JPG,    Female_4_83_Right,      [ 24 245 599 271],0.0
556,   S4__Station23__Camera1__CAM40336__2014-07-12__19-12-21.JPG,    Female_4_83_Right,      [ 23 132 495 258],0.0
557,   S4__Station18__Camera2__CAM41503__2014-07-10__04-23-15.JPG,    Female_4_57_Right,      [423 233 320 154],0.0
558,   S4__Station21__Camera2__CAM40327__2016-08-14__18-16-30.JPG,    Female_4_57_Right,      [128 149 516 288],0.0
559,   S4__Station21__Camera1__CAM41127__2014-07-23__02-15-44.JPG,      Male_4_62_Right,      [ 45 111 471 158],0.0
560,   S4__Station21__Camera1__CAM41686__2015-04-27__16-59-05.JPG,      Male_4_62_Right,      [ 23 319 465 168],0.0
561,   S4__Station12__Camera1__CAM44307__2015-04-03__22-42-35.JPG,     Female_4_5_Right,      [ 37 255 457 172],0.0
562,   S4__Station10__Camera2__CAM43291__2016-08-23__02-50-11.JPG,     Female_4_5_Right,      [ 18 213 517 248],0.0
563,    S4__Station1__Camera1__CAM44283__2016-08-12__21-43-09.JPG,    Female_4_65_Right,      [132 250 333 168],0.0
564,    S4__Station1__Camera1__CAM41302__2017-07-24__17-49-41.JPG,    Female_4_65_Right,      [439 664 805 422],0.0
565,   S5__Station10__Camera1__CAM40336__2014-11-06__00-36-41.JPG,    Female_5_20_Right,      [110 199 331 130],0.0
566,    S5__Station9__Camera1__CAM43306__2015-09-25__19-33-58.JPG,    Female_5_20_Right,      [  5 123 567 274],0.0
567,   S5__Station17__Camera1__CAM41108__2014-11-28__06-33-38.JPG,    Female_5_24_Right,      [ 24 248 493 190],0.0
568,   S5__Station12__Camera2__CAM40068__2015-10-11__03-13-15.JPG,    Female_5_24_Right,      [116 277 379 154],0.0
569,   S5__Station22__Camera2__CAM40866__2014-11-12__21-54-28.JPG,    Female_5_31_Right,      [ 19  91 519 252],0.0
570,   S5__Station22__Camera1__CAM40821__2015-10-22__18-45-32.JPG,    Female_5_31_Right,      [ 20 257 577 284],0.0
571,   S5__Station38__Camera1__CAM44158__2014-11-30__00-19-52.JPG,    Female_5_41_Right,      [  7 268 546 328],0.0
572,   S5__Station33__Camera2__CAM43187__2015-10-18__18-37-08.JPG,    Female_5_41_Right,      [ 80 225 417 192],0.0
573,   S5__Station35__Camera2__CAM43311__2014-11-06__00-10-17.JPG,    Female_5_49_Right,      [ 19 199 547 214],0.0
574,   S5__Station36__Camera1__CAM44205__2015-09-28__02-33-00.JPG,    Female_5_49_Right,      [ 20 178 585 326],0.0
575,   S5__Station36__Camera1__CAM44205__2015-09-28__02-33-32.JPG,   Unknown_5_51_Right,      [ 12 233 774 360],0.0
576,   S5__Station37__Camera2__CAM44175__2015-10-27__03-05-44.JPG,   Unknown_5_51_Right,      [ 17 186 781 401],0.0
577,   S6__Station22__Camera2__CAM51692__2015-08-05__22-14-06.JPG,    Female_6_25_Right,      [183 277 324 138],0.0
578,   S6__Station22__Camera1__CAM51868__2016-05-29__01-03-42.JPG,    Female_6_25_Right,      [ 19 251 547 337],0.0
579,    S6__Station6__Camera1__CAM51710__2015-08-10__02-20-01.JPG,    Female_6_32_Right,      [ 43 270 639 210],0.0
580,    S6__Station6__Camera1__CAM51935__2016-06-05__19-46-39.JPG,    Female_6_32_Right,      [165 352 343 123],0.0
581,   S6__Station32__Camera1__CAM51813__2016-05-17__02-59-19.JPG,    Female_6_20_Right,      [406 329 353 141],0.0
582,   S6__Station32__Camera2__CAM51709__2017-10-01__00-35-31.JPG,    Female_6_20_Right,      [422 620 881 373],0.0
583,    S6__Station1__Camera1__CAM63966__2016-05-04__07-34-42.JPG,    Female_6_21_Right,      [492 238 175  99],0.0
584,    S6__Station1__Camera1__CAM51824__2017-10-11__20-02-46.JPG,    Female_6_21_Right,      [423 841 779 300],0.0
585,   S6__Station24__Camera2__CAM52061__2016-05-14__06-00-19.JPG,      Male_6_27_Right,      [ 79 305 471 203],0.0
586,   S6__Station24__Camera3__CAM51744__2017-10-12__04-15-23.JPG,      Male_6_27_Right,  [ 327  709 1136  480],0.0
587,   S7__Station32__Camera2__CAM42062__2014-07-09__04-55-37.JPG,    Female_7_40_Right,      [218 223 209  77],0.0
588,   S7__Station30__Camera2__CAM44307__2017-12-12__21-41-14.JPG,    Female_7_40_Right,  [  50  561 1467  937],0.0
589,   S7__Station15__Camera1__CAM44211__2014-07-13__23-54-07.JPG,     Female_7_9_Right,      [141 217 375 158],0.0
590,   S7__Station14__Camera2__CAM43314__2017-12-26__11-27-16.JPG,     Female_7_9_Right,      [415 613 901 365],0.0
591,   S7__Station40__Camera1__CAM40149__2014-08-04__19-55-53.JPG,      Male_7_30_Right,      [ 16 169 560 346],0.0
592,   S7__Station41__Camera2__CAM40141__2018-01-11__02-28-23.JPG,      Male_7_30_Right,  [  34   84 1316 1250],0.0
593,   S7__Station21__Camera1__CAM43355__2018-01-13__19-25-57.JPG,  Unknown_7_101_Right,  [ 221  743 1038  384],0.0
594,   S7__Station42__Camera1__CAM40730__2017-12-15__03-37-04.JPG,  Unknown_7_101_Right,      [506 840 613 237],0.0
595,   S9__Station13__Camera1__CAM63828__2017-03-26__14-50-01.JPG,       Male_9_5_Right,  [ 181  273 1235  869],0.0
596,   S9__Station13__Camera1__CAM63828__2017-03-26__14-50-04.JPG,       Male_9_5_Right,  [ 987   32 1050 1462],0.0
597,    S5__Station4__Camera2__CAM40247__2015-10-10__04-39-19.JPG,       Male_5_4_Right,      [399  29 328 304],0.0
598,   S5__Station14__Camera2__CAM40144__2016-10-03__21-06-54.JPG,       Male_5_4_Right,      [ 19 154 514 211],0.0
599,   S6__Station18__Camera1__CAM51845__2017-10-14__10-40-45.JPG,     Female_6_7_Right,  [  38  954 1200  563],0.0
600,   S6__Station20__Camera2__CAM51728__2015-08-08__22-14-49.JPG,     Female_6_7_Right,      [182 303 313 121],0.0
601,   S8__Station31__Camera1__CAM51530__2015-11-13__02-40-42.JPG,   Female_8_215_Right,      [ 18 206 500 206],0.0
602,   S8__Station31__Camera2__CAM51675__2015-12-06__19-40-56.JPG,   Female_8_215_Right,      [ 14  49 702 542],0.0
603,   S3__Station21__Camera1__CAM44275__2014-04-13__19-49-18.JPG,     Female_3_2_Right,      [ 39 200 447 158],0.0
604,   S3__Station27__Camera1__CAM40259__2013-07-20__20-41-34.JPG,     Female_3_2_Right,      [ 21 273 543 315],0.0
605,   S1__Station19__Camera1__CAM40814__2017-02-11__05-15-47.JPG,      Male_1_29_Right,  [ 341  471 1205  385],0.0
606,  S35__Station34__Camera1__CAM62792__2017-04-22__02-35-24.JPG,     Male_35_17_Right,      [544 608 655 410],0.0
607,   S4__Station25__Camera2__CAM40461__2015-04-21__00-10-47.JPG,    Female_4_92_Right,      [ 51 249 450 152],0.0
